row_id,numeric__displacement,numeric__horsepower,numeric__weight,numeric__acceleration,numeric__model_year,categorical__cylinders_3,categorical__cylinders_4,categorical__cylinders_5,categorical__cylinders_6,categorical__cylinders_8,categorical__origin_1,categorical__origin_2,categorical__origin_3,missing__horsepower_missing
110,-0.5047967757953575,-0.8399653858209799,-0.6767772339193021,1.3991205846884374,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,0.07873734811336505,-0.488932540594137,-0.4551626546886199,0.130508600364013,-1.6966673021715355,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
254,0.07873734811336505,-0.218907275035027,0.22159584532765692,0.9279218476536509,0.527094478727167,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25,0.069011779381553,-0.353919907814582,-0.3824826045108155,-0.23195196658582257,-1.6966673021715355,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
362,-0.23248085130462032,0.34814578263910395,-0.08223059394021383,-1.101857327265428,1.3610051465641804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
350,-0.9813496436541476,-0.947975492044624,-1.1724313466072795,0.130508600364013,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
393,-0.397815519745425,-0.353919907814582,-0.022656782319062707,0.6017073373987994,1.638975369176518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
380,-0.9132706625314633,-0.8939704389328019,-1.0056246740680563,0.6017073373987994,1.638975369176518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
359,-0.6993081504315983,-0.7859603327091579,-0.3979717955323148,0.964167904348635,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
311,-1.0008007811177717,-1.1639957044919118,-1.192686442558471,1.1453981878235526,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,-1.059154193508644,-1.136993177936001,-1.150984774423665,1.2178903012135196,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
325,-1.0397030560450198,-1.028983071712357,-1.0234968175544017,1.2903824146034863,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,0.3899555475313504,-0.353919907814582,0.28831851434334616,0.4929691673138485,-0.3068161891098465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
120,-0.7576615628224707,-0.326917381258671,-0.461120035850735,-0.594412533535658,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,0.5650157847039672,0.051117990524082994,0.4575081393474154,-0.41318225006074033,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
203,0.6428203345584635,-0.218907275035027,0.26687194215973176,0.7829376208737172,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
346,-1.078605330972268,-1.1639957044919118,-1.4405134989024595,0.16675465705899706,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
238,-0.9132706625314633,-1.0829881248241788,-1.09379391526736,0.4929691673138485,0.2491242561148291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
356,-0.825740543945155,-0.7589578061532469,-0.9043491943120994,-0.44942830675572376,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0.5650157847039672,-0.40792496092640396,0.39674285149384125,-0.05072168311090479,-1.4186970795591978,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
140,1.0707453587581934,0.9962064199809679,1.9885550980109994,0.130508600364013,-0.5847864117221843,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
291,1.5472982266169835,1.0502114730927898,1.2927329782759542,-0.4856743634507072,0.8050647013395047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
156,0.5650157847039672,-0.8399653858209799,0.22517027402492598,1.3991205846884374,-0.3068161891098465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
195,0.3899555475313504,-0.353919907814582,0.13819250905804534,0.7104455074837503,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
196,-1.0397030560450198,-1.3800159169392,-1.1128575349861283,2.377764115452993,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,-0.9229962312632753,-1.326010863827378,-0.8519242400854864,2.8489628524877797,-1.1407268569468598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,-1.1855865870222004,-0.353919907814582,-1.0068161503004793,-0.7756428170105759,-0.8627566343345221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,-0.6798570129679743,-0.19190474847911598,-0.7971163333940273,-0.05072168311090479,0.2491242561148291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,-0.7090337191634104,-0.164902221923205,-0.5052046564503868,0.4929691673138485,-0.3068161891098465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,2.5490318059936237,3.1564085444538477,1.650175848002861,-2.4067153682848357,-1.6966673021715355,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
288,1.5472982266169835,0.9422013668691459,1.174776831266075,-0.8843809870955268,0.8050647013395047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
275,-0.5923268943816659,-0.002887062587739001,-0.16563393020982542,0.09426254366902956,0.527094478727167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
151,-0.8160149752133429,-0.27291232814684896,-0.6886919962435323,-0.05072168311090479,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,1.858516426034969,1.806282216658298,0.7077181481562501,-2.044254801335,-1.6966673021715355,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
332,-0.9229962312632753,-0.9749780186005349,-0.9817951494195959,0.8554297342636841,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,2.0238510944757735,1.266231685540078,2.4162950654508646,-0.594412533535658,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
82,-0.9229962312632753,-0.29991485470275997,-0.8114140481831036,0.4929691673138485,-1.1407268569468598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
228,0.32187656640866613,-0.083894642255472,0.7875470557285926,0.7466915641787332,0.2491242561148291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
240,-0.9229962312632753,-0.9749780186005349,-1.1724313466072795,0.2754928271439467,0.2491242561148291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300,-0.49507120706354546,-0.866967912376891,0.2632975134624627,3.320161589522566,0.8050647013395047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,-0.23248085130462032,0.45615588886274794,1.0139275398889669,0.3842309972288976,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
168,-0.9229962312632753,-0.7589578061532469,-0.9508167673765973,0.130508600364013,-0.3068161891098465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,0.6817226094857117,0.18613062330363797,0.30023327666757643,-0.7756428170105759,-0.3068161891098465,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
90,1.2263544584671862,1.266231685540078,0.9626940618947769,-1.1381033839604113,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
266,1.2263544584671862,0.9962064199809679,1.3237113603189528,-0.703150703620609,0.527094478727167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
164,0.32187656640866613,-0.218907275035027,0.9722258717541611,1.2178903012135196,-0.3068161891098465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
148,-0.9910752123859596,-0.7589578061532469,-1.0258797700192477,-0.05072168311090479,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,0.3899555475313504,-0.353919907814582,0.3526582308941894,0.9279218476536509,0.8050647013395047,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
93,1.5472982266169835,1.4822518979873658,1.6608991340946682,-0.9568731004854937,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70,1.5375726578851714,1.536256951099188,1.7717064237100093,-0.7756428170105759,-1.1407268569468598,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
124,-0.3491876760863648,0.51016094197457,-0.19303788355555493,-0.7756428170105759,-0.8627566343345221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
97,1.634828345203292,1.9412948494378528,1.0151190161213899,-1.6817942343851646,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
144,-0.9229962312632753,-0.677950226485514,-0.7971163333940273,-0.41318225006074033,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
303,-0.845191681408779,-0.8939704389328019,-0.9758377682574807,-0.268198023280806,0.8050647013395047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,0.32187656640866613,0.051117990524082994,0.18108565342527416,0.3117388838389307,-0.8627566343345221,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
229,0.5650157847039672,-0.137899695367294,0.6624420513241752,1.2178903012135196,0.2491242561148291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
69,1.5375726578851714,1.4012443183196328,1.8265143304014684,-0.7756428170105759,-1.1407268569468598,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
24,-0.6895825816997863,0.267138202971371,-0.8757537647339468,-1.1381033839604113,-1.6966673021715355,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0.3899555475313504,-0.083894642255472,0.38006218423991894,-0.05072168311090479,-1.4186970795591978,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
145,-1.1272331746313282,-1.3800159169392,-1.572767360701415,0.3117388838389307,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,-0.6895825816997863,0.18613062330363797,-0.36818488972173924,-0.594412533535658,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,2.305892587698323,2.8323782257829158,1.9825977168488842,-1.6817942343851646,-1.1407268569468598,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
251,1.2263544584671862,0.9962064199809679,0.91265206013301,-0.8843809870955268,0.527094478727167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
358,-0.7090337191634104,-0.083894642255472,-0.42180132018077526,-0.30444407997578943,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,-1.0008007811177717,-0.866967912376891,-1.1664739654451644,-0.268198023280806,0.527094478727167,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
317,0.32187656640866613,-0.353919907814582,0.49086947385526003,1.1091521311285686,1.0830349239518426,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
194,0.07873734811336505,-0.596942646817781,0.05121474409116469,0.7104455074837503,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
126,0.05928621064974097,-0.218907275035027,0.1584476050092367,0.3117388838389307,-0.5847864117221843,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
147,-0.9910752123859596,-0.7589578061532469,-1.0056246740680563,-0.41318225006074033,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234,-0.9229962312632753,-0.677950226485514,-1.2260477770663154,-0.41318225006074033,0.2491242561148291,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,1.0901964962218176,1.266231685540078,0.8375890574903596,-1.5005639509102469,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
336,-0.6798570129679743,-0.40792496092640396,-0.5588210869094229,-0.19570590989083914,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204,-0.9229962312632753,-0.866967912376891,-1.363067543794963,-1.2468415540453623,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
337,-0.5047967757953575,-0.29991485470275997,-0.07627321277809872,-0.4856743634507072,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
224,1.2263544584671862,1.1312190527605228,1.3951999342643342,-0.703150703620609,0.2491242561148291,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
259,0.38022997879953835,0.051117990524082994,0.489677997622837,0.05801648697404613,0.527094478727167,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
302,-0.845191681408779,-0.8939704389328019,-0.9162639566363296,-0.8843809870955268,0.8050647013395047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,-0.7382104253588465,-0.596942646817781,-0.8924344319878692,0.45672311061886445,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
328,-0.6895825816997863,-0.9749780186005349,-0.022656782319062707,1.544104811468371,1.0830349239518426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
283,-0.5047967757953575,-0.40792496092640396,-0.09414535626444406,0.6017073373987994,0.8050647013395047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,-0.6993081504315983,-0.40792496092640396,0.3586156120563045,2.269025945368042,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
282,0.07873734811336505,-0.488932540594137,0.025002266977858196,0.9279218476536509,0.8050647013395047,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
130,-1.098056468435892,-0.9749780186005349,-1.2141330147420852,1.2178903012135196,-0.5847864117221843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,1.5375726578851714,1.6712695838787428,1.4774117943015226,-1.319333667435329,-1.4186970795591978,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,1.440316970567051,1.536256951099188,0.7625260548477092,-2.769175935234671,-1.6966673021715355,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
327,-0.9910752123859596,-1.488026023162844,-0.7554146652592216,2.9214549658777464,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
186,-0.9132706625314633,-0.650947699929603,-0.8507327638530634,0.7466915641787332,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
221,-1.0397030560450198,-0.8939704389328019,-1.2200903959042004,0.4204770539238817,0.2491242561148291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113,-0.6798570129679743,-0.488932540594137,-0.7852015710697972,1.0366600177386018,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,-0.6895825816997863,-0.137899695367294,-0.028614163481177818,-0.41318225006074033,-0.3068161891098465,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
269,-0.7090337191634104,-0.164902221923205,-0.7971163333940273,-0.34069013667077347,0.527094478727167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
334,-0.23248085130462032,0.78018620753368,-0.0703158316159836,-1.5368100076052305,1.0830349239518426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,-1.2050377244858246,-1.4610234966069329,-1.3130255420331962,1.3991205846884374,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
367,0.32187656640866613,-0.488932540594137,0.5909534773787939,0.3479849405339148,1.3610051465641804,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
375,-0.397815519745425,-0.29991485470275997,0.07861869743689422,1.761581151638273,1.638975369176518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
383,-0.8160149752133429,-0.8939704389328019,-0.8626475261772936,0.45672311061886445,1.638975369176518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
287,1.0707453587581934,0.699178627865947,0.9007372978087798,-0.8118888737055593,0.8050647013395047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
361,-0.4561689321362973,-0.731955279597336,0.22755322648977203,1.4353666413834214,1.3610051465641804,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
165,0.38022997879953835,0.18613062330363797,0.0833846023665863,-0.23195196658582257,-0.3068161891098465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
386,-0.9813496436541476,-0.9749780186005349,-1.1605165842830492,0.20300071375397982,1.638975369176518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
137,1.0707453587581934,0.9962064199809679,1.3963914104967572,-0.594412533535658,-0.5847864117221843,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
155,0.5650157847039672,-0.8399653858209799,0.5516347617088342,1.9428114351131907,-0.3068161891098465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
200,0.32187656640866613,-0.083894642255472,0.8125680566094761,0.7466915641787332,-0.02884596649750869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
198,-0.9910752123859596,-0.8939704389328019,-1.2296222057635846,-0.5219204201456913,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,-0.46589450086810935,-0.19190474847911598,-0.36222750855962416,-0.6306585902306415,1.638975369176518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,1.2263544584671862,1.266231685540078,0.5564006666385263,-1.6817942343851646,-1.6966673021715355,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
205,-1.0397030560450198,-0.8939704389328019,-1.1664739654451644,0.4929691673138485,-0.02884596649750869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
116,1.5375726578851714,1.1312190527605228,1.3260943127837987,-0.9568731004854937,-0.8627566343345221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
233,1.5472982266169835,1.2392291589841669,1.6275377995868234,-0.41318225006074033,0.2491242561148291,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
370,-0.7771127002860947,-0.40792496092640396,-0.6839260913138402,0.8554297342636841,1.638975369176518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,1.1193732024172536,2.6163580133356277,1.6763883251161675,-0.23195196658582257,-1.6966673021715355,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
121,-0.6895825816997863,0.24013567641546,-0.12035783337775055,-0.05072168311090479,-0.8627566343345221,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
306,-0.397815519745425,-0.353919907814582,-0.356270127397509,0.130508600364013,0.8050647013395047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225,1.0707453587581934,0.7261811544218579,1.5798787502899025,-0.268198023280806,0.2491242561148291,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
347,-0.9229962312632753,-0.9749780186005349,-1.0771132480134378,0.7829376208737172,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
267,-0.9132706625314633,-0.947975492044624,-0.9698803870953656,0.3117388838389307,0.527094478727167,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
315,-0.5047967757953575,-0.40792496092640396,-0.1179748809129045,0.8916757909586681,1.0830349239518426,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
343,-0.5534246194544177,-0.515935067150048,-0.6958408536380705,-0.993119157180477,1.3610051465641804,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,0.3899555475313504,-0.083894642255472,-0.0810391177077908,0.130508600364013,-0.5847864117221843,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
75,1.0707453587581934,0.9962064199809679,1.5786872740574796,0.130508600364013,-1.1407268569468598,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
